[2019-05-19 09:01:57] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 22:40:40] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-05-19 22:40:40] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
[2019-05-19 22:40:40] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-05-19 22:40:40] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
[2019-05-19 22:40:40] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-05-19 22:40:46] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-05-19 22:40:46] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-05-19 22:40:46] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-05-19 22:40:48] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-05-19 22:40:48] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-05-19 22:40:48] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-05-19 22:40:48] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20190514/002' [] []
[2019-05-19 22:40:48] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 5 [] []
[2019-05-19 22:40:48] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20190514/002' [] []
[2019-05-19 22:40:52] RabbitPrint.WARNING:  | | | surat_jalan.php -> load [] []
[2019-05-19 22:40:52] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT psn.*, dps.*, plg.pelanggan_nama AS pesanan_nama_plg FROM pesanan psn JOIN detail_pesanan dps ON dps.detail_pesanan_no_pesanan = psn.pesanan_no_pesanan JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id WHERE psn.pesanan_no_pesanan = 'PSN/20190514/002' [] []
[2019-05-19 22:40:59] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> buat_suratjalan [] []
[2019-05-19 22:40:59] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> selectkey : SELECT MAX(surat_jalan.surat_jalan_key) AS psnkey FROM surat_jalan WHERE surat_jalan.surat_jalan_key LIKE '%SRJ/20190519/%' [] []
[2019-05-19 22:40:59] RabbitPrint.WARNING:  | | | functions.php -> getKodeSuratJalan() -> psn_key : SRJ/20190519/005 [] []
[2019-05-19 22:40:59] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> list_barang : [{"surat_jalan_detail_pesanan_key":"0000000003","surat_jalan_detail_nama_barang":"Qwerty","surat_jalan_detail_jenis_print":"Print qwerty","surat_jalan_detail_warna":"4","surat_jalan_detail_kain":"1422","surat_jalan_detail_nama_warna":"merah marun","surat_jalan_detail_subtotal_qty":"25","surat_jalan_detail_satuan_qty":"PS","surat_jalan_detail_subtotal_pack":"50","surat_jalan_detail_satuan_pack":"PT"}] [] []
[2019-05-19 22:40:59] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan -> sql_pesanan : INSERT INTO surat_jalan (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_key, surat_jalan_nomor, surat_jalan_tanggal, surat_jalan_jenis_pesanan, surat_jalan_pelanggan_id, surat_jalan_no_pesanan, surat_jalan_status) VALUES (NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20190519/005', 'QWE123', '2019-05-19', 'A', 5, 'PSN/20190514/002', 'B') [] []
[2019-05-19 22:40:59] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan -> BERHASIL [] []
[2019-05-19 22:40:59] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan_detail -> sql_detail : INSERT INTO surat_jalan_detail (cre_tms, upd_tms, cre_usr, upd_usr, surat_jalan_detail_surat_jalan_key, surat_jalan_detail_kain, surat_jalan_detail_nama_warna, surat_jalan_detail_pesanan_key, surat_jalan_detail_nama_barang, surat_jalan_detail_jenis_print, surat_jalan_detail_warna, surat_jalan_detail_subtotal_qty, surat_jalan_detail_satuan_qty, surat_jalan_detail_subtotal_pack, surat_jalan_detail_satuan_pack, surat_jalan_detail_keterangan) VALUES ( NOW(), NOW(), 'superuser', 'superuser', 'SRJ/20190519/005', '1422', 'merah marun', '0000000003', 'Qwerty', 'Print qwerty', 4, 25, 'PS', 50, 'PT', '' '') [] []
[2019-05-19 22:40:59] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> upd_psn : UPDATE detail_pesanan p SET p.upd_tms = NOW(), p.upd_usr = 'superuser', p.detail_pesanan_status = 'SRJ/20190519/005' WHERE p.detail_pesanan_no_pesanan = 'PSN/20190514/002' AND p.detail_pesanan_key = '0000000003' [] []
[2019-05-19 22:40:59] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> insert ke surat_jalan_detail -> BERHASIL [] []
[2019-05-19 22:40:59] RabbitPrint.WARNING:  | | | proses_daftar_pesanan.php -> response : Array [] []
[2019-05-19 22:41:00] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_pesanan : SELECT sj.*, p.pelanggan_nama, p.pelanggan_telp, p.pelanggan_alamat, u.nama AS createby FROM surat_jalan sj JOIN pelanggan p ON p.pelanggan_id = sj.surat_jalan_pelanggan_id JOIN s_user u ON u.username = sj.cre_usr WHERE sj.surat_jalan_key = 'SRJ/20190519/005' [] []
[2019-05-19 22:41:00] RabbitPrint.WARNING:  | | | cetak_surat_jalan.php -> sel_detailsj : SELECT * FROM surat_jalan_detail WHERE surat_jalan_detail_surat_jalan_key = 'SRJ/20190519/005' [] []
[2019-05-19 22:41:07] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-05-19 22:41:07] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-05-19 22:41:07] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 5 [] []
[2019-05-19 22:41:07] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-05-19 22:41:07] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 6 [] []
[2019-05-19 22:41:07] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-05-19 22:41:07] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
[2019-05-19 22:41:07] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-05-19 22:41:07] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
[2019-05-19 22:41:07] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-05-19 22:41:07] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 1 [] []
[2019-05-19 22:41:07] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
